Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,331.27",4.57,0.34,"908,086,197.00"
Sensitive Index,280.49,0.46,0.16,"796,836,000.00"
Float Index,93.10,0.26,0.28,"741,984,000.00"
Sensitive Float Index,91.81,-0.06,-0.07,"700,878,000.00"
Banking SubIndex,"1,124.47",-0.38,-0.03,"238,252,000.00"
Development Bank Index,"1,707.13",5.24,0.31,"179,301,000.00"
Finance Index,653.16,4.83,0.74,"56,820,800.00"
Hotels And Tourism,"1,527.59",12.18,0.80,"7,284,500.00"
HydroPower Index,957.06,4.82,0.51,"25,196,200.00"
Life Insurance,"8,007.37",68.33,0.86,"150,818,000.00"
Manufacturing And Processing,"2,720.11",35.30,1.31,"42,688,600.00"
Microfinance Index,"2,249.85",9.60,0.43,"160,229,000.00"
Mutual Fund,9.92,0.28,2.90,"2,218,030.00"
Non Life Insurance,"6,157.57",39.51,0.65,"221,743,000.00"
Others Index,755.91,6.86,0.92,"168,174,000.00"
Trading Index,860.23,-18.54,-2.11,"3,515,010.00"
