Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,600.53",-0.22,0.00,"5,767,895,001.14"
Sensitive Index,445.17,0.10,0.02,"2,568,805,016.30"
Float Index,177.47,0.09,0.05,"5,682,366,216.70"
Sensitive Float Index,151.40,0.18,0.12,"2,568,805,016.30"
Banking SubIndex,"1,335.95",5.93,0.44,"356,897,276.80"
Development Bank Index,"5,242.60",-22.24,-0.42,"260,307,176.70"
Finance Index,"2,338.56",-17.46,-0.74,"101,228,317.50"
Hotels And Tourism,"6,720.33",-66.99,-0.98,"126,840,756.70"
HydroPower Index,"3,524.67",-15.68,-0.44,"3,514,271,754.20"
Investment,109.44,0.29,0.27,"490,499,181.30"
Life Insurance,"12,496.50",-15.36,-0.12,"164,737,237.70"
Manufacturing And Processing,"7,032.58",29.57,0.42,"192,039,739.20"
Microfinance Index,"4,627.42",8.97,0.19,"197,739,433.20"
Mutual Fund,19.10,0.05,0.27,"10,898,739.75"
Non Life Insurance,"11,918.26",-37.88,-0.31,"123,455,446.00"
Others Index,"2,263.57",-2.52,-0.11,"147,999,306.70"
Trading Index,"4,185.55",-4.06,-0.09,"6,350,590.70"
