Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,823.25",127.32,4.72,"13,104,631,802.67"
Sensitive Index,503.83,22.94,4.77,"5,615,010,983.20"
Float Index,194.79,9.02,4.86,"12,876,023,034.80"
Sensitive Float Index,166.50,8.18,5.16,"3,914,283,393.60"
Banking SubIndex,"1,595.44",72.19,4.73,"1,524,323,189.10"
Development Bank Index,"5,601.87",266.58,4.99,"902,835,275.40"
Finance Index,"3,709.75",273.11,7.94,"1,824,112,316.00"
Hotels And Tourism,"7,284.46",342.12,4.92,"374,529,188.40"
HydroPower Index,"3,515.90",178.89,5.36,"4,242,970,569.40"
Investment,115.87,5.99,5.45,"925,180,386.40"
Life Insurance,"13,914.48",624.26,4.69,"826,561,685.90"
Manufacturing And Processing,"7,404.18",239.15,3.33,"453,155,080.80"
Microfinance Index,"5,178.28",167.21,3.33,"708,277,919.40"
Mutual Fund,22.34,0.18,0.84,"44,455,033.57"
Non Life Insurance,"13,569.73",623.27,4.81,"541,099,969.60"
Others Index,"2,165.70",86.26,4.14,"567,949,737.00"
Trading Index,"3,872.47",107.59,2.85,"22,783,997.00"
