Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,576.29",6.11,0.23,"8,417,570,425.82"
Sensitive Index,451.34,0.79,0.17,"1,249,118,082.60"
Float Index,176.88,0.32,0.18,"3,555,949,490.61"
Sensitive Float Index,152.50,0.20,0.13,"1,249,118,082.60"
Banking SubIndex,"1,406.84",1.32,0.09,"413,492,999.40"
Development Bank Index,"5,492.16",16.31,0.29,"285,693,647.20"
Finance Index,"2,369.04",12.17,0.51,"145,339,051.10"
Hotels And Tourism,"7,036.83",5.53,0.07,"143,586,808.80"
HydroPower Index,"3,532.48",9.53,0.27,"1,519,886,214.50"
Investment,95.46,0.51,0.54,"143,265,554.70"
Life Insurance,"11,839.77",44.32,0.37,"83,011,581.30"
Manufacturing And Processing,"10,098.62",-18.34,-0.18,"407,126,270.10"
Microfinance Index,"4,543.43",3.57,0.07,"235,332,810.30"
Mutual Fund,21.43,0.13,0.61,"55,886,863.11"
Non Life Insurance,"10,584.49",22.02,0.20,"73,795,443.00"
Others Index,"1,886.56",2.93,0.15,"96,902,662.61"
Trading Index,"3,271.02",47.68,1.47,"8,516,447.60"
