Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,081.05",1.25,0.04,"12,103,871,862.00"
Sensitive Index,572.15,1.24,0.22,"12,267,700,000.00"
Float Index,214.70,0.03,0.01,"11,788,800,000.00"
Sensitive Float Index,191.01,0.38,0.20,"7,670,300,000.00"
Banking SubIndex,"2,094.18",-5.63,-0.27,"1,694,920,000.00"
Development Bank Index,"4,910.72",19.27,0.39,"2,272,780,000.00"
Finance Index,"2,654.38",-31.72,-1.18,"1,236,110,000.00"
Hotels And Tourism,"3,849.76",-91.47,-2.32,"90,372,500.00"
HydroPower Index,"3,292.88",79.91,2.49,"4,656,130,000.00"
Investment,115.12,1.83,1.61,"541,028,000.00"
Life Insurance,"18,062.54",-209.30,-1.15,"413,532,000.00"
Manufacturing And Processing,"6,683.00",34.78,0.52,"240,016,000.00"
Microfinance Index,"5,635.78",65.21,1.17,"1,246,030,000.00"
Mutual Fund,17.89,-0.02,-0.13,"192,768,000.00"
Non Life Insurance,"14,821.26",-171.57,-1.14,"1,008,560,000.00"
Others Index,"2,169.85",-31.58,-1.43,"723,794,000.00"
Trading Index,"4,149.66",70.65,1.73,"67,392,500.00"
