Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,998.28",-12.93,-0.64,"1,408,981,601.68"
Sensitive Index,382.62,-1.50,-0.39,"486,670,697.70"
Float Index,138.53,-0.89,-0.64,"1,374,957,107.80"
Sensitive Float Index,126.74,-0.66,-0.52,"485,169,584.40"
Banking SubIndex,"1,266.04",-4.45,-0.35,"247,208,745.70"
Development Bank Index,"3,755.90",-13.61,-0.36,"79,306,248.80"
Finance Index,"1,693.92",-22.97,-1.33,"58,527,793.00"
Hotels And Tourism,"5,580.91",-38.50,-0.68,"115,172,912.90"
HydroPower Index,"2,055.50",-29.37,-1.40,"226,065,265.20"
Investment,69.59,-0.53,-0.75,"62,456,513.90"
Life Insurance,"10,955.96",-84.24,-0.76,"154,278,129.60"
Manufacturing And Processing,"5,215.17",-56.77,-1.07,"185,569,009.20"
Microfinance Index,"3,654.02",-15.64,-0.42,"81,273,270.00"
Mutual Fund,18.77,-0.03,-0.18,"3,931,983.98"
Non Life Insurance,"10,620.55",-49.73,-0.46,"108,556,161.50"
Others Index,"1,467.92",-8.29,-0.56,"48,858,149.60"
Trading Index,"2,844.58",-33.73,-1.17,"7,684,908.40"
