Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,683.24",15.83,0.59,"6,345,809,597.83"
Sensitive Index,473.06,1.86,0.39,"2,275,232,859.10"
Float Index,184.32,0.94,0.51,"6,266,826,429.20"
Sensitive Float Index,156.35,0.59,0.38,"2,275,232,859.10"
Banking SubIndex,"1,483.24",1.74,0.11,"427,905,730.30"
Development Bank Index,"5,593.16",66.97,1.21,"547,409,544.30"
Finance Index,"3,636.91",80.76,2.27,"1,143,770,339.10"
Hotels And Tourism,"6,810.22",83.93,1.24,"100,161,779.60"
HydroPower Index,"3,507.67",15.70,0.44,"2,529,174,829.80"
Investment,105.74,1.10,1.05,"425,400,072.50"
Life Insurance,"13,001.92",30.21,0.23,"137,078,063.40"
Manufacturing And Processing,"6,771.34",-15.94,-0.23,"154,328,663.50"
Microfinance Index,"5,101.06",9.96,0.19,"425,494,332.20"
Mutual Fund,21.81,-0.07,-0.32,"12,163,716.24"
Non Life Insurance,"13,001.21",163.57,1.27,"198,700,606.00"
Others Index,"2,041.92",33.84,1.68,"196,044,818.90"
Trading Index,"3,497.10",3.38,0.09,"5,942,370.40"
