Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,833.69",-16.93,-0.91,"824,217,001.84"
Sensitive Index,352.37,-2.41,-0.68,"274,378,288.10"
Float Index,128.26,-1.21,-0.94,"816,913,655.70"
Sensitive Float Index,117.23,-0.85,-0.72,"273,131,307.10"
Banking SubIndex,"1,212.59",-6.50,-0.53,"159,157,208.70"
Development Bank Index,"3,389.03",-13.71,-0.40,"32,251,491.50"
Finance Index,"1,530.65",-18.41,-1.19,"23,193,292.60"
Hotels And Tourism,"3,387.10",-84.56,-2.44,"43,777,722.70"
HydroPower Index,"2,272.17",-43.80,-1.89,"286,660,329.10"
Investment,61.62,-0.31,-0.50,"30,379,776.20"
Life Insurance,"9,170.99",-121.49,-1.31,"48,800,673.70"
Manufacturing And Processing,"4,311.34",-30.20,-0.70,"65,555,617.60"
Microfinance Index,"3,242.44",-26.80,-0.82,"49,930,789.30"
Mutual Fund,13.52,-0.01,-0.06,"1,646,596.25"
Non Life Insurance,"8,429.04",-106.94,-1.25,"51,888,893.40"
Others Index,"1,359.87",-8.77,-0.64,"22,434,106.90"
Trading Index,"2,026.79",-12.35,-0.61,"2,883,754.00"
