Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,060.49",38.14,1.88,"6,868,177,565.82"
Sensitive Index,390.63,9.56,2.51,"1,757,161,864.90"
Float Index,141.86,2.62,1.88,"6,756,044,629.00"
Sensitive Float Index,126.95,3.09,2.49,"1,739,629,125.00"
Banking SubIndex,"1,213.44",24.45,2.05,"648,017,563.20"
Development Bank Index,"4,119.35",73.13,1.80,"507,864,570.60"
Finance Index,"1,858.51",46.81,2.58,"381,951,467.30"
Hotels And Tourism,"5,693.25",179.50,3.25,"294,908,462.00"
HydroPower Index,"2,336.13",-7.83,-0.33,"2,333,918,874.60"
Investment,75.79,2.28,3.10,"293,952,908.30"
Life Insurance,"11,225.37",105.78,0.95,"597,604,497.00"
Manufacturing And Processing,"5,342.38",146.49,2.81,"573,783,223.40"
Microfinance Index,"3,759.59",197.02,5.53,"471,540,159.40"
Mutual Fund,18.67,0.31,1.69,"11,010,395.33"
Non Life Insurance,"11,056.72",13.53,0.12,"425,942,435.50"
Others Index,"1,565.40",25.53,1.65,"199,572,945.60"
Trading Index,"2,857.21",24.08,0.85,"26,987,522.10"
