Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,961.06",11.22,0.58,"1,322,972,185.64"
Sensitive Index,383.66,1.82,0.48,"416,497,819.00"
Float Index,139.42,1.36,0.99,"1,210,454,985.70"
Sensitive Float Index,126.56,0.51,0.40,"415,522,410.20"
Banking SubIndex,"1,379.74",13.48,0.99,"324,564,053.60"
Development Bank Index,"3,484.86",9.58,0.28,"100,077,332.10"
Finance Index,"1,620.45",0.72,0.04,"65,965,573.00"
Hotels And Tourism,"2,706.52",-4.80,-0.18,"5,488,972.40"
HydroPower Index,"2,036.52",7.45,0.37,"259,698,476.80"
Investment,57.32,-0.03,-0.05,"42,053,547.40"
Life Insurance,"9,246.84",116.57,1.28,"59,115,757.50"
Manufacturing And Processing,"5,213.58",23.70,0.46,"108,918,983.00"
Microfinance Index,"4,406.15",10.71,0.24,"177,363,645.40"
Mutual Fund,13.43,0.07,0.52,"984,703.95"
Non Life Insurance,"7,649.37",-15.14,-0.20,"26,188,785.90"
Others Index,"1,463.37",4.23,0.29,"30,917,653.00"
Trading Index,"1,896.25",16.58,0.88,"10,102,205.60"
