Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,851.24",48.71,1.73,"9,919,210,211.24"
Sensitive Index,481.53,4.64,0.97,"3,598,630,523.20"
Float Index,194.83,3.02,1.57,"9,751,188,640.30"
Sensitive Float Index,164.74,1.69,1.03,"3,598,630,523.20"
Banking SubIndex,"1,486.99",18.27,1.24,"955,337,503.80"
Development Bank Index,"6,074.02",47.31,0.78,"487,221,738.50"
Finance Index,"2,501.42",36.35,1.47,"214,516,152.80"
Hotels And Tourism,"7,907.86",185.01,2.39,"147,000,752.80"
HydroPower Index,"4,012.68",105.51,2.70,"4,838,906,267.90"
Investment,107.84,1.07,1.00,"588,542,925.90"
Life Insurance,"12,993.36",127.54,0.99,"189,868,181.20"
Manufacturing And Processing,"11,459.99",289.01,2.58,"1,289,522,050.80"
Microfinance Index,"5,003.96",59.40,1.20,"275,692,533.60"
Mutual Fund,21.98,0.02,0.13,"72,652,238.84"
Non Life Insurance,"11,247.69",111.95,1.00,"113,220,856.40"
Others Index,"2,177.62",72.35,3.43,"636,831,296.00"
Trading Index,"3,841.31",23.93,0.62,"14,528,380.60"
