Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,893.24",18.43,0.98,"7,613,030,091.00"
Sensitive Index,365.18,2.85,0.79,"7,432,610,000.00"
Float Index,128.54,1.45,1.14,"7,456,730,000.00"
Sensitive Float Index,116.57,1.24,1.07,"6,017,620,000.00"
Banking SubIndex,"1,437.56",37.76,2.70,"2,746,760,000.00"
Development Bank Index,"2,144.27",-8.35,-0.39,"708,676,000.00"
Finance Index,898.93,-5.87,-0.65,"568,429,000.00"
Hotels And Tourism,"2,031.20",-43.65,-2.10,"37,828,600.00"
HydroPower Index,"1,477.81",6.82,0.46,"681,782,000.00"
Life Insurance,"10,970.28",-134.32,-1.21,"635,290,000.00"
Manufacturing And Processing,"4,406.09",0.09,0.00,"538,187,000.00"
Microfinance Index,"2,859.19",-16.65,-0.58,"433,296,000.00"
Mutual Fund,11.67,0.07,0.62,"19,086,100.00"
Non Life Insurance,"9,720.70",-165.01,-1.67,"1,570,700,000.00"
Others Index,"1,528.05",15.36,1.02,"1,057,700,000.00"
Trading Index,"2,320.31",-130.66,-5.33,"26,259,500.00"
