Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,381.37",-1.29,-0.09,"920,997,056.00"
Sensitive Index,289.55,-0.63,-0.22,"811,684,000.00"
Float Index,96.71,-0.04,-0.04,"916,191,000.00"
Sensitive Float Index,95.17,-0.01,-0.11,"693,135,000.00"
Banking SubIndex,"1,179.91",-3.93,-0.33,"304,010,000.00"
Development Bank Index,"1,738.60",10.40,0.60,"146,582,000.00"
Finance Index,654.28,4.03,0.62,"63,470,700.00"
Hotels And Tourism,"1,523.93",33.84,2.27,"3,493,160.00"
HydroPower Index,943.83,-4.13,-0.44,"26,637,900.00"
Life Insurance,"8,279.74",50.80,0.62,"133,179,000.00"
Manufacturing And Processing,"2,692.67",3.59,0.13,"21,744,100.00"
Microfinance Index,"2,347.75",-1.56,-0.07,"157,926,000.00"
Mutual Fund,10.40,-0.09,-0.84,"1,625,510.00"
Non Life Insurance,"6,306.87",31.87,0.51,"243,280,000.00"
Others Index,794.89,-3.06,-0.38,"127,412,000.00"
Trading Index,832.04,-9.24,-1.10,"358,870.00"
