Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,704.08",-34.63,-1.26,"4,265,385,417.21"
Sensitive Index,461.05,-3.37,-0.72,"1,481,585,209.70"
Float Index,183.34,-2.21,-1.19,"4,168,659,747.30"
Sensitive Float Index,155.42,-1.36,-0.87,"1,481,585,209.70"
Banking SubIndex,"1,421.96",-12.36,-0.86,"492,242,864.20"
Development Bank Index,"5,825.92",-127.56,-2.14,"294,907,919.40"
Finance Index,"2,334.81",-22.66,-0.96,"58,720,803.50"
Hotels And Tourism,"7,792.29",-107.01,-1.35,"111,409,963.50"
HydroPower Index,"3,763.58",-85.84,-2.23,"1,738,538,598.10"
Investment,100.93,-1.39,-1.36,"392,618,935.50"
Life Insurance,"12,339.88",-61.32,-0.49,"96,685,594.70"
Manufacturing And Processing,"11,133.16",-290.68,-2.54,"597,730,987.40"
Microfinance Index,"4,775.46",0.14,0.00,"136,500,013.60"
Mutual Fund,21.47,-0.13,-0.62,"7,162,112.12"
Non Life Insurance,"10,630.37",-100.61,-0.93,"52,018,868.50"
Others Index,"1,970.10",-9.91,-0.50,"187,772,642.40"
Trading Index,"3,718.80",-52.07,-1.38,"9,512,556.50"
