Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,432.14",40.40,1.69,"3,374,552,178.00"
Sensitive Index,438.60,8.11,1.88,"3,275,660,000.00"
Float Index,167.38,2.54,1.54,"3,203,420,000.00"
Sensitive Float Index,142.51,2.28,1.62,"2,371,190,000.00"
Banking SubIndex,"1,736.13",19.15,1.12,"818,029,000.00"
Development Bank Index,"2,507.63",26.82,1.08,"411,626,000.00"
Finance Index,"1,132.79",13.53,1.21,"226,861,000.00"
Hotels And Tourism,"2,755.40",112.69,4.26,"15,928,400.00"
HydroPower Index,"2,105.68",31.01,1.49,"496,870,000.00"
Investment,94.77,1.26,1.35,"410,911,000.00"
Life Insurance,"16,324.55",372.58,2.34,"346,151,000.00"
Manufacturing And Processing,"5,365.97",98.08,1.86,"103,565,000.00"
Microfinance Index,"4,226.38",113.87,2.77,"346,580,000.00"
Mutual Fund,12.83,0.10,0.78,"19,640,800.00"
Non Life Insurance,"12,038.57",224.87,1.90,"617,880,000.00"
Others Index,"1,905.44",47.43,2.55,"596,866,000.00"
Trading Index,"3,751.84",42.90,1.16,"27,026,400.00"
