Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,655.99",5.32,0.20,"5,823,028,663.96"
Sensitive Index,457.53,1.39,0.30,"2,298,950,541.30"
Float Index,181.90,0.46,0.25,"5,772,367,029.90"
Sensitive Float Index,155.35,0.50,0.32,"2,298,950,541.30"
Banking SubIndex,"1,366.90",2.79,0.20,"308,138,614.20"
Development Bank Index,"5,469.65",-13.39,-0.24,"216,098,726.10"
Finance Index,"2,313.72",0.49,0.02,"90,055,367.00"
Hotels And Tourism,"6,983.91",97.32,1.41,"299,131,708.00"
HydroPower Index,"3,425.46",6.57,0.19,"2,432,643,080.00"
Investment,106.81,0.24,0.23,"421,896,035.40"
Life Insurance,"13,658.59",-41.33,-0.30,"633,599,987.10"
Manufacturing And Processing,"7,874.89",101.37,1.30,"375,817,764.00"
Microfinance Index,"5,020.56",2.47,0.04,"374,178,085.50"
Mutual Fund,19.91,-0.06,-0.34,"3,296,986.67"
Non Life Insurance,"11,129.71",72.17,0.65,"155,824,285.70"
Others Index,"2,391.03",11.87,0.49,"459,344,878.30"
Trading Index,"3,808.50",-51.45,-1.33,"5,638,498.60"
