Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,650.66",50.44,1.94,"7,035,480,136.98"
Sensitive Index,456.13,7.84,1.74,"2,551,209,928.10"
Float Index,181.44,3.59,2.01,"6,980,366,743.60"
Sensitive Float Index,154.85,2.81,1.85,"2,551,209,928.10"
Banking SubIndex,"1,364.11",18.95,1.40,"355,731,155.00"
Development Bank Index,"5,483.05",66.05,1.21,"329,426,585.40"
Finance Index,"2,313.22",32.53,1.42,"100,476,768.10"
Hotels And Tourism,"6,886.58",151.01,2.24,"91,639,084.40"
HydroPower Index,"3,418.88",27.28,0.80,"2,500,473,508.60"
Investment,106.56,1.92,1.83,"540,657,061.40"
Life Insurance,"13,699.92",644.99,4.94,"1,338,242,672.40"
Manufacturing And Processing,"7,773.52",279.92,3.73,"448,240,759.60"
Microfinance Index,"5,018.08",95.27,1.93,"509,634,341.50"
Mutual Fund,19.98,0.15,0.79,"7,258,188.78"
Non Life Insurance,"11,057.54",321.14,2.99,"222,655,336.30"
Others Index,"2,379.15",38.71,1.65,"519,200,042.50"
Trading Index,"3,859.95",29.29,0.76,"23,989,428.40"
