Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,761.26",21.30,0.77,"5,753,219,652.78"
Sensitive Index,474.38,3.18,0.67,"2,588,473,429.40"
Float Index,188.92,1.29,0.68,"5,667,026,253.29"
Sensitive Float Index,162.11,1.07,0.66,"2,588,473,429.40"
Banking SubIndex,"1,430.85",8.36,0.58,"431,081,618.90"
Development Bank Index,"5,732.33",53.95,0.95,"299,455,947.80"
Finance Index,"2,446.30",4.94,0.20,"106,391,881.50"
Hotels And Tourism,"7,025.76",31.86,0.45,"151,651,426.79"
HydroPower Index,"3,544.03",11.54,0.32,"1,579,133,036.70"
Investment,110.88,0.38,0.34,"256,429,530.10"
Life Insurance,"12,985.06",72.35,0.56,"121,043,823.30"
Manufacturing And Processing,"7,576.18",-4.50,-0.05,"365,509,644.30"
Microfinance Index,"5,216.07",77.12,1.50,"1,038,848,645.60"
Mutual Fund,20.28,-0.07,-0.34,"15,718,348.69"
Non Life Insurance,"12,325.16",38.97,0.31,"105,754,445.70"
Others Index,"2,665.53",72.48,2.79,"1,203,467,072.00"
Trading Index,"4,091.19",2.22,0.05,"8,259,180.60"
