Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,671.61",-2.85,-0.11,"7,266,972,570.00"
Sensitive Index,476.80,0.62,0.13,"6,700,520,000.00"
Float Index,183.82,-0.06,-0.03,"7,067,280,000.00"
Sensitive Float Index,154.64,0.49,0.32,"5,015,860,000.00"
Banking SubIndex,"1,819.06",5.23,0.29,"1,274,660,000.00"
Development Bank Index,"2,734.92",40.52,1.50,"1,717,210,000.00"
Finance Index,"1,240.13",0.98,0.08,"369,619,000.00"
Hotels And Tourism,"4,098.68",232.65,6.02,"158,167,000.00"
HydroPower Index,"2,637.71",-33.03,-1.24,"1,623,150,000.00"
Investment,102.40,-1.73,-1.66,"388,926,000.00"
Life Insurance,"17,123.94",-106.69,-0.62,"342,699,000.00"
Manufacturing And Processing,"5,678.21",-80.55,-1.40,"117,359,000.00"
Microfinance Index,"5,079.99",107.44,2.16,"1,388,780,000.00"
Mutual Fund,13.37,0.04,0.33,"31,904,200.00"
Non Life Insurance,"13,647.67",-201.39,-1.45,"1,153,770,000.00"
Others Index,"2,108.67",-18.91,-0.89,"789,385,000.00"
Trading Index,"3,972.25",-163.01,-3.94,"102,847,000.00"
