Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,061.41",-5.75,-0.28,"6,069,331,687.00"
Sensitive Index,387.42,-0.74,-0.19,"6,066,600,000.00"
Float Index,139.52,-0.29,-0.21,"5,943,410,000.00"
Sensitive Float Index,123.34,-0.21,-0.17,"5,062,280,000.00"
Banking SubIndex,"1,503.72",0.08,0.01,"1,576,480,000.00"
Development Bank Index,"2,197.70",-24.14,-1.09,"1,202,540,000.00"
Finance Index,885.04,-6.19,-0.69,"279,820,000.00"
Hotels And Tourism,"2,001.04",-20.54,-1.02,"22,645,800.00"
HydroPower Index,"1,705.28",-18.58,-1.08,"291,102,000.00"
Life Insurance,"13,693.21",51.79,0.38,"1,115,220,000.00"
Manufacturing And Processing,"4,815.07",-115.13,-2.34,"334,306,000.00"
Microfinance Index,"3,271.34",59.59,1.86,"1,045,280,000.00"
Mutual Fund,11.43,-0.07,-0.62,"5,174,510.00"
Non Life Insurance,"9,937.46",-81.96,-0.82,"1,768,510,000.00"
Others Index,"1,721.85",-18.89,-1.09,"642,050,000.00"
Trading Index,"2,052.39",-54.56,-2.59,"15,706,200.00"
