Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,575.67",32.15,1.26,"6,185,679,498.00"
Sensitive Index,456.10,6.19,1.38,"5,788,530,000.00"
Float Index,177.23,2.36,1.35,"6,038,650,000.00"
Sensitive Float Index,148.42,1.95,1.33,"4,244,650,000.00"
Banking SubIndex,"1,765.25",8.68,0.49,"935,535,000.00"
Development Bank Index,"2,560.55",7.79,0.31,"1,515,560,000.00"
Finance Index,"1,167.34",2.33,0.20,"171,471,000.00"
Hotels And Tourism,"3,589.33",112.90,3.25,"172,654,000.00"
HydroPower Index,"2,415.45",95.98,4.14,"745,314,000.00"
Investment,104.03,0.37,0.36,"802,538,000.00"
Life Insurance,"17,194.90",186.08,1.09,"324,997,000.00"
Manufacturing And Processing,"5,513.58",-0.22,0.00,"81,786,300.00"
Microfinance Index,"4,820.44",149.68,3.20,"1,550,190,000.00"
Mutual Fund,13.29,0.18,1.35,"35,194,200.00"
Non Life Insurance,"13,324.76",398.32,3.08,"1,335,590,000.00"
Others Index,"1,936.96",9.61,0.50,"1,102,040,000.00"
Trading Index,"4,368.87",-29.70,-0.68,"31,796,800.00"
