Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,100.43",47.04,2.29,"4,576,831,720.09"
Sensitive Index,370.71,8.94,2.47,"1,133,747,905.30"
Float Index,142.43,3.35,2.41,"4,433,620,591.20"
Sensitive Float Index,121.66,3.18,2.68,"1,126,949,404.60"
Banking SubIndex,"1,121.76",33.08,3.03,"411,041,689.90"
Development Bank Index,"4,131.60",81.58,2.01,"304,520,775.80"
Finance Index,"2,462.22",50.96,2.11,"611,821,565.20"
Hotels And Tourism,"5,339.09",57.80,1.09,"75,915,441.80"
HydroPower Index,"2,617.74",46.53,1.80,"1,302,308,097.90"
Investment,77.08,1.74,2.31,"315,663,871.30"
Life Insurance,"10,038.87",213.36,2.17,"192,036,769.10"
Manufacturing And Processing,"6,550.50",209.80,3.30,"236,510,013.70"
Microfinance Index,"4,544.16",65.24,1.45,"444,035,350.10"
Mutual Fund,19.09,0.06,0.36,"5,918,042.29"
Non Life Insurance,"10,697.76",253.99,2.43,"292,792,352.70"
Others Index,"1,618.50",27.66,1.73,"262,603,562.40"
Trading Index,"2,918.37",88.56,3.12,"18,844,594.50"
