Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,628.36",19.30,0.74,"7,358,855,085.18"
Sensitive Index,442.32,4.15,0.94,"3,033,232,977.70"
Float Index,178.09,1.53,0.86,"7,132,515,088.00"
Sensitive Float Index,150.11,1.66,1.12,"3,033,232,977.70"
Banking SubIndex,"1,315.24",15.29,1.17,"365,152,218.80"
Development Bank Index,"5,351.34",99.09,1.88,"433,824,286.10"
Finance Index,"2,392.41",16.67,0.70,"101,630,577.50"
Hotels And Tourism,"6,881.47",-86.85,-1.24,"538,766,089.50"
HydroPower Index,"3,439.50",32.23,0.94,"2,959,952,270.00"
Investment,110.49,0.79,0.72,"430,338,404.80"
Life Insurance,"13,245.35",54.79,0.41,"445,799,241.50"
Manufacturing And Processing,"7,105.06",20.22,0.28,"272,836,393.50"
Microfinance Index,"4,710.31",6.52,0.13,"313,303,828.70"
Mutual Fund,19.56,0.04,0.23,"16,212,029.38"
Non Life Insurance,"12,354.62",137.29,1.12,"275,243,855.30"
Others Index,"2,369.52",10.51,0.44,"988,386,653.90"
Trading Index,"4,296.34",24.66,0.57,"7,281,268.40"
