Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,843.62",23.76,0.84,"6,073,716,888.00"
Sensitive Index,531.42,2.84,0.54,"6,081,940,000.00"
Float Index,197.74,1.40,0.71,"5,985,940,000.00"
Sensitive Float Index,177.49,1.29,0.73,"4,545,090,000.00"
Banking SubIndex,"1,894.80",-0.23,-0.01,"826,320,677.20"
Development Bank Index,"5,656.85",191.33,3.50,"1,528,236,427.30"
Finance Index,"2,691.24",48.12,1.82,"590,325,100.60"
Hotels And Tourism,"3,504.75",41.73,1.20,0.00
HydroPower Index,"3,162.94",48.15,1.55,"1,353,736,493.10"
Investment,94.41,-0.15,-0.16,"125,404,110.90"
Life Insurance,"15,957.49",160.81,1.02,"261,700,575.60"
Manufacturing And Processing,"6,587.20",29.17,0.44,"115,420,629.40"
Microfinance Index,"5,558.24",0.79,0.01,"603,739,685.40"
Mutual Fund,15.78,0.02,0.10,"13,283,006.78"
Non Life Insurance,"13,205.85",164.99,1.27,"294,146,303.10"
Others Index,"1,983.19",72.05,3.77,"234,631,513.10"
Trading Index,"3,210.01",-69.00,-2.10,"13,635,153.60"
