Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,950.16",14.21,0.48,"13,162,299,017.47"
Sensitive Index,502.44,1.98,0.39,"5,344,560,443.10"
Float Index,202.77,1.03,0.51,"12,908,987,990.10"
Sensitive Float Index,171.88,0.72,0.42,"5,344,560,443.10"
Banking SubIndex,"1,550.82",5.75,0.37,"1,427,107,524.10"
Development Bank Index,"6,369.68",-3.84,-0.06,"819,866,151.00"
Finance Index,"2,652.93",4.52,0.17,"220,500,026.20"
Hotels And Tourism,"7,761.14",62.36,0.81,"187,545,750.10"
HydroPower Index,"4,065.76",62.78,1.56,"6,136,874,081.10"
Investment,113.21,0.57,0.51,"1,323,562,750.00"
Life Insurance,"13,600.30",-5.63,-0.04,"297,984,372.80"
Manufacturing And Processing,"10,527.90",156.53,1.50,"1,537,413,463.30"
Microfinance Index,"5,211.85",10.48,0.20,"466,261,072.00"
Mutual Fund,22.25,0.00,0.00,"31,713,082.18"
Non Life Insurance,"11,858.96",50.87,0.43,"138,676,836.20"
Others Index,"2,416.42",15.79,0.65,"343,650,887.00"
Trading Index,"4,155.10",-121.57,-2.84,"9,545,076.30"
