Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,098.29",-0.40,-0.01,"4,294,566,751.66"
Sensitive Index,381.17,-0.19,-0.05,"1,008,840,183.00"
Float Index,143.90,-0.11,-0.08,"4,220,706,533.00"
Sensitive Float Index,125.53,-0.23,-0.18,"1,004,287,066.00"
Banking SubIndex,"1,161.12",-4.94,-0.42,"341,150,056.30"
Development Bank Index,"4,070.49",3.11,0.07,"127,812,100.90"
Finance Index,"1,793.08",5.02,0.28,"98,171,549.90"
Hotels And Tourism,"5,664.73",256.83,4.74,"155,806,432.80"
HydroPower Index,"2,624.04",-15.48,-0.58,"1,547,160,505.20"
Investment,80.82,0.29,0.36,"352,242,933.20"
Life Insurance,"10,703.15",-71.68,-0.66,"278,071,636.20"
Manufacturing And Processing,"5,827.89",-13.70,-0.23,"248,847,766.60"
Microfinance Index,"3,786.77",-4.95,-0.13,"139,367,444.00"
Mutual Fund,18.77,-0.04,-0.21,"5,237,428.16"
Non Life Insurance,"10,999.75",80.47,0.73,"205,548,249.50"
Others Index,"1,736.26",9.75,0.56,"722,213,019.40"
Trading Index,"2,839.48",-24.65,-0.86,"4,314,839.00"
