Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,974.46",6.01,0.20,"19,160,652,085.56"
Sensitive Index,533.86,3.75,0.70,"7,717,487,491.30"
Float Index,205.66,0.84,0.41,"18,875,731,895.30"
Sensitive Float Index,177.64,1.61,0.91,"7,695,537,231.70"
Banking SubIndex,"1,712.18",2.92,0.17,"2,202,756,681.60"
Development Bank Index,"5,930.17",256.62,4.52,"3,446,026,547.50"
Finance Index,"3,975.49",48.60,1.23,"2,281,044,907.40"
Hotels And Tourism,"7,427.36",96.28,1.31,"276,005,739.50"
HydroPower Index,"3,659.34",20.14,0.55,"5,326,297,462.30"
Investment,120.78,-1.32,-1.08,"1,092,798,685.10"
Life Insurance,"14,730.05",42.22,0.28,"1,069,748,823.90"
Manufacturing And Processing,"7,741.27",-43.71,-0.56,"761,137,667.90"
Microfinance Index,"5,372.21",-1.16,-0.02,"980,814,541.40"
Mutual Fund,22.34,0.10,0.49,"41,402,279.46"
Non Life Insurance,"14,170.97",-160.56,-1.12,"706,711,162.00"
Others Index,"2,276.31",-6.88,-0.30,"742,202,107.60"
Trading Index,"4,010.03",-63.31,-1.55,"54,803,803.20"
