Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,982.64",3.76,0.12,"18,490,428,794.07"
Sensitive Index,517.13,0.31,0.06,"9,651,628,279.85"
Float Index,205.39,0.28,0.13,"18,134,209,303.15"
Sensitive Float Index,176.90,0.38,0.22,"9,651,628,279.85"
Banking SubIndex,"1,547.96",-9.55,-0.61,"1,320,697,920.50"
Development Bank Index,"6,286.02",66.16,1.06,"1,855,392,218.15"
Finance Index,"2,698.42",-20.68,-0.76,"470,645,682.60"
Hotels And Tourism,"7,440.95",34.36,0.46,"396,138,873.60"
HydroPower Index,"3,941.95",77.47,2.00,"8,402,521,191.10"
Investment,122.47,0.31,0.25,"948,227,630.80"
Life Insurance,"14,388.61",-34.36,-0.23,"677,913,241.50"
Manufacturing And Processing,"7,849.13",-46.22,-0.58,"771,225,675.70"
Microfinance Index,"5,610.06",-13.11,-0.23,"1,796,807,923.70"
Mutual Fund,20.55,0.04,0.23,"28,473,833.44"
Non Life Insurance,"13,542.65",-78.22,-0.57,"378,325,074.30"
Others Index,"2,724.60",-2.45,-0.09,"1,096,355,891.70"
Trading Index,"4,286.43",12.06,0.28,"19,957,979.50"
