Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,572.18",30.78,2.00,"3,315,664,319.00"
Sensitive Index,312.50,7.02,2.30,"3,261,060,000.00"
Float Index,108.82,2.37,2.23,"3,282,220,000.00"
Sensitive Float Index,102.57,2.38,2.38,"2,592,260,000.00"
Banking SubIndex,"1,249.37",28.07,2.30,"901,369,000.00"
Development Bank Index,"1,837.96",66.04,3.73,"515,198,000.00"
Finance Index,726.85,41.95,6.13,"231,007,000.00"
Hotels And Tourism,"1,884.54",161.51,9.37,"86,421,800.00"
HydroPower Index,"1,290.05",88.38,7.36,"698,193,000.00"
Life Insurance,"9,879.95",49.88,0.51,"325,421,000.00"
Manufacturing And Processing,"3,066.17",13.32,0.44,"91,168,600.00"
Microfinance Index,"2,605.46",12.21,0.47,"354,555,000.00"
Mutual Fund,10.97,0.11,1.03,"14,358,400.00"
Non Life Insurance,"8,147.47",-0.41,-0.01,"645,415,000.00"
Others Index,"1,020.69",8.69,0.86,"231,882,000.00"
Trading Index,"1,016.83",6.56,0.65,"3,213,400.00"
