Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,053.38",16.29,0.80,"2,999,964,256.53"
Sensitive Index,361.77,3.01,0.84,"724,011,453.10"
Float Index,139.08,1.36,0.99,"2,918,455,415.50"
Sensitive Float Index,118.48,1.38,1.18,"721,246,566.80"
Banking SubIndex,"1,088.68",21.76,2.04,"226,686,429.90"
Development Bank Index,"4,050.01",52.56,1.31,"141,718,578.90"
Finance Index,"2,411.25",-20.41,-0.83,"625,850,704.50"
Hotels And Tourism,"5,281.28",42.34,0.80,"48,571,724.00"
HydroPower Index,"2,571.21",15.32,0.59,"813,061,891.20"
Investment,75.34,0.07,0.10,"257,627,027.90"
Life Insurance,"9,825.50",52.27,0.53,"103,782,297.20"
Manufacturing And Processing,"6,340.69",-13.62,-0.21,"105,443,776.60"
Microfinance Index,"4,478.91",14.38,0.32,"355,758,954.50"
Mutual Fund,19.02,0.09,0.51,"5,499,942.03"
Non Life Insurance,"10,443.77",51.92,0.49,"89,312,384.40"
Others Index,"1,590.83",3.20,0.20,"154,510,077.30"
Trading Index,"2,829.81",4.49,0.15,"6,128,434.50"
