Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,757.53",-11.60,-0.42,"4,357,309,319.00"
Sensitive Index,518.25,-3.75,-0.72,"4,360,270,000.00"
Float Index,190.70,-0.65,-0.34,"4,244,250,000.00"
Sensitive Float Index,170.27,-0.79,-0.46,"2,691,630,000.00"
Banking SubIndex,"1,823.63",-5.10,-0.28,"511,492,864.00"
Development Bank Index,"5,416.01",-6.89,-0.13,"844,508,214.80"
Finance Index,"2,635.79",-19.23,-0.72,"303,129,420.10"
Hotels And Tourism,"3,318.73",-50.88,-1.51,"12,388,319.70"
HydroPower Index,"3,206.31",13.21,0.41,"1,296,849,364.00"
Investment,86.83,-0.74,-0.85,"183,366,025.60"
Life Insurance,"14,976.58",-140.50,-0.93,"202,655,668.40"
Manufacturing And Processing,"6,549.91",96.14,1.49,"86,652,418.80"
Microfinance Index,"5,389.01",-17.43,-0.32,"385,021,460.80"
Mutual Fund,15.49,-0.03,-0.22,"10,669,287.23"
Non Life Insurance,"12,351.06",-64.16,-0.52,"135,012,192.60"
Others Index,"2,084.20",-38.88,-1.83,"266,264,637.10"
Trading Index,"3,074.39",-58.54,-1.87,"16,905,120.00"
