Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,864.62",13.18,0.71,"1,008,437,860.61"
Sensitive Index,358.83,3.08,0.86,"267,731,025.40"
Float Index,129.43,1.00,0.78,"972,213,259.70"
Sensitive Float Index,117.82,1.10,0.94,"267,279,647.90"
Banking SubIndex,"1,187.14",12.96,1.10,"186,636,297.70"
Development Bank Index,"3,574.11",9.51,0.26,"49,368,978.20"
Finance Index,"1,642.50",21.09,1.30,"41,474,695.30"
Hotels And Tourism,"4,783.84",-13.08,-0.27,"26,662,794.20"
HydroPower Index,"1,969.55",15.53,0.79,"225,866,441.40"
Investment,64.46,0.28,0.45,"70,524,745.80"
Life Insurance,"9,792.36",88.29,0.90,"106,535,810.60"
Manufacturing And Processing,"4,992.94",10.76,0.21,"58,520,825.50"
Microfinance Index,"3,473.81",28.07,0.81,"65,770,089.90"
Mutual Fund,18.56,0.19,1.06,"5,042,535.11"
Non Life Insurance,"9,561.41",-51.60,-0.53,"100,962,421.00"
Others Index,"1,374.43",11.12,0.81,"19,418,892.60"
Trading Index,"2,703.26",-34.40,-1.25,"20,471,267.50"
