Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,649.30",9.93,0.37,"7,123,365,296.18"
Sensitive Index,457.23,2.31,0.50,"2,790,288,643.50"
Float Index,181.70,0.71,0.39,"7,056,439,756.60"
Sensitive Float Index,155.56,0.79,0.51,"2,790,288,643.50"
Banking SubIndex,"1,375.14",5.99,0.43,"635,791,966.80"
Development Bank Index,"5,612.37",44.41,0.79,"453,715,531.10"
Finance Index,"2,388.16",66.64,2.87,"514,866,444.90"
Hotels And Tourism,"7,119.62",-16.72,-0.23,"269,957,771.90"
HydroPower Index,"3,365.15",4.76,0.14,"2,691,937,986.30"
Investment,103.15,0.33,0.32,"190,549,498.90"
Life Insurance,"12,882.53",5.59,0.04,"182,781,553.90"
Manufacturing And Processing,"8,849.22",-46.04,-0.51,"1,125,982,807.80"
Microfinance Index,"4,955.95",41.19,0.83,"313,820,892.00"
Mutual Fund,20.69,0.09,0.45,"13,987,892.48"
Non Life Insurance,"10,950.42",8.17,0.07,"81,816,914.40"
Others Index,"2,363.90",18.16,0.77,"583,181,307.00"
Trading Index,"3,799.88",20.50,0.54,"12,037,081.60"
