Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,475.09",42.95,1.77,"4,661,792,187.00"
Sensitive Index,444.15,5.55,1.26,"5,118,210,000.00"
Float Index,170.07,2.69,1.61,"4,574,490,000.00"
Sensitive Float Index,144.27,1.76,1.24,"3,447,030,000.00"
Banking SubIndex,"1,762.24",26.11,1.50,"1,652,890,000.00"
Development Bank Index,"2,532.00",24.37,0.97,"638,185,000.00"
Finance Index,"1,146.94",14.15,1.25,"262,621,000.00"
Hotels And Tourism,"2,868.28",112.88,4.10,"16,055,200.00"
HydroPower Index,"2,108.83",3.15,0.15,"636,199,000.00"
Investment,96.72,1.95,2.06,"385,485,000.00"
Life Insurance,"16,740.02",415.47,2.55,"322,429,000.00"
Manufacturing And Processing,"5,528.10",162.13,3.02,"175,055,000.00"
Microfinance Index,"4,328.51",102.13,2.42,"537,035,000.00"
Mutual Fund,12.89,0.06,0.46,"20,464,700.00"
Non Life Insurance,"12,229.66",191.08,1.59,"747,333,000.00"
Others Index,"1,946.56",41.13,2.16,"581,731,000.00"
Trading Index,"3,712.24",-39.60,-1.06,"25,861,300.00"
