Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,782.16",13.04,0.47,"5,395,268,628.00"
Sensitive Index,520.98,4.42,0.86,"5,890,350,000.00"
Float Index,194.09,0.50,0.26,"5,364,960,000.00"
Sensitive Float Index,173.69,0.75,0.44,"3,816,740,000.00"
Banking SubIndex,"1,893.60",-7.95,-0.42,"988,409,364.00"
Development Bank Index,"5,169.99",50.57,0.99,"439,172,622.00"
Finance Index,"2,594.83",13.42,0.52,"444,417,238.50"
Hotels And Tourism,"3,275.87",-38.04,-1.15,"16,407,297.50"
HydroPower Index,"3,022.74",65.44,2.21,"1,708,413,376.20"
Investment,91.28,0.36,0.40,"130,452,432.00"
Life Insurance,"15,681.65",-87.68,-0.56,"219,465,795.00"
Manufacturing And Processing,"6,367.66",-51.47,-0.80,"67,762,359.80"
Microfinance Index,"5,506.72",130.42,2.43,"1,059,927,363.20"
Mutual Fund,15.63,-0.11,-0.69,"12,155,137.01"
Non Life Insurance,"12,492.42",3.23,0.03,"141,012,863.10"
Others Index,"1,936.66",47.73,2.53,"140,028,493.10"
Trading Index,"3,119.48",-9.60,-0.31,"9,490,844.00"
