Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,883.38",11.33,0.39,"8,143,614,302.00"
Sensitive Index,541.31,1.93,0.36,"7,678,260,000.00"
Float Index,200.34,0.94,0.47,"7,187,900,000.00"
Sensitive Float Index,178.78,0.95,0.53,"5,389,670,000.00"
Banking SubIndex,"1,964.26",6.30,0.32,"1,437,000,000.00"
Development Bank Index,"4,616.77",-13.66,-0.30,"1,098,570,000.00"
Finance Index,"2,502.13",47.89,1.95,"1,465,600,000.00"
Hotels And Tourism,"3,553.01",-50.38,-1.40,"51,540,000.00"
HydroPower Index,"2,892.55",56.14,1.98,"1,956,840,000.00"
Investment,106.26,-0.01,-0.01,"213,027,000.00"
Life Insurance,"17,017.53",-43.11,-0.25,"332,927,000.00"
Manufacturing And Processing,"6,087.64",-5.87,-0.10,"162,337,000.00"
Microfinance Index,"5,322.60",45.71,0.87,"607,187,000.00"
Mutual Fund,15.75,0.07,0.43,"671,642,000.00"
Non Life Insurance,"14,016.11",36.26,0.26,"728,246,000.00"
Others Index,"2,130.58",-7.81,-0.37,"388,334,000.00"
Trading Index,"3,723.81",28.71,0.78,"13,154,100.00"
