Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,270.86",15.14,1.21,"1,665,520,000.00"
Sensitive Index,276.28,3.55,1.30,"1,793,440,000.00"
Float Index,89.94,-3.44,-3.68,"1,665,520,000.00"
Sensitive Float Index,90.24,1.14,1.28,"1,494,710,000.00"
Banking SubIndex,"1,127.12",14.81,1.33,"554,586,000.00"
Development Bank Index,"1,703.30",12.53,0.74,"393,110,000.00"
Finance Index,609.90,10.88,1.82,"132,093,000.00"
Hotels And Tourism,"1,990.57",12.59,0.64,"33,185,900.00"
HydroPower Index,"1,034.41",48.70,4.94,"142,601,000.00"
Life Insurance,"6,428.78",52.07,0.82,"165,982,000.00"
Manufacturing And Processing,"2,432.24",-2.06,-0.08,"42,125,600.00"
Microfinance Index,"1,974.72",-13.89,-0.70,"328,704,000.00"
Mutual Fund,9.75,0.03,0.31,"2,638,960.00"
Non Life Insurance,"5,127.51",39.01,0.77,"356,865,000.00"
Others Index,682.24,6.99,1.04,"91,575,300.00"
Trading Index,711.25,25.12,3.66,"14,880,200.00"
