Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,568.59",-9.42,-0.60,"1,819,638,977.00"
Sensitive Index,311.41,-1.70,-0.54,"1,881,910,000.00"
Float Index,109.13,-0.74,-0.68,"1,804,910,000.00"
Sensitive Float Index,102.69,-0.69,-0.67,"1,344,250,000.00"
Banking SubIndex,"1,250.70",-7.70,-0.61,"376,016,000.00"
Development Bank Index,"2,109.58",-8.56,-0.40,"466,552,000.00"
Finance Index,832.85,-16.30,-1.92,"184,695,000.00"
Hotels And Tourism,"1,745.31",-10.06,-0.57,"7,331,940.00"
HydroPower Index,"1,339.97",-27.84,-2.04,"477,508,000.00"
Life Insurance,"9,492.50",-38.94,-0.41,"92,425,300.00"
Manufacturing And Processing,"3,068.37",10.84,0.35,"48,125,300.00"
Microfinance Index,"2,522.81",-13.63,-0.54,"92,179,400.00"
Mutual Fund,10.52,0.05,0.45,"3,446,440.00"
Non Life Insurance,"7,750.70",-48.41,-0.62,"197,585,000.00"
Others Index,"1,012.59",-1.51,-0.15,"116,650,000.00"
Trading Index,"1,052.57",1.49,0.14,"696,170.00"
