Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,866.34",16.54,0.89,"1,654,648,922.34"
Sensitive Index,355.62,2.19,0.62,"471,542,793.90"
Float Index,130.21,1.14,0.88,"1,401,556,316.90"
Sensitive Float Index,117.87,0.70,0.60,"470,738,432.40"
Banking SubIndex,"1,199.31",6.95,0.58,"265,026,491.10"
Development Bank Index,"3,388.59",18.61,0.55,"67,720,311.50"
Finance Index,"1,534.31",11.51,0.76,"42,660,928.00"
Hotels And Tourism,"3,730.19",54.65,1.49,"66,980,487.20"
HydroPower Index,"2,323.40",31.83,1.39,"360,077,560.00"
Investment,64.56,0.85,1.34,"79,979,508.70"
Life Insurance,"9,422.00",85.65,0.92,"89,605,901.90"
Manufacturing And Processing,"4,776.81",55.35,1.17,"143,229,757.60"
Microfinance Index,"3,418.90",24.40,0.72,"122,651,793.40"
Mutual Fund,13.62,0.01,0.06,"2,230,165.29"
Non Life Insurance,"8,962.51",169.39,1.93,"128,036,196.00"
Others Index,"1,322.35",3.98,0.30,"32,144,663.00"
Trading Index,"2,136.20",9.27,0.44,"3,442,718.50"
