Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,844.14",-1.38,-0.07,"507,689,560.53"
Sensitive Index,363.05,0.21,0.02,"441,747,000.00"
Float Index,129.17,-0.02,-0.01,"500,128,000.00"
Sensitive Float Index,117.80,0.21,0.18,"337,307,000.00"
Banking SubIndex,"1,310.17",-0.09,-0.01,"111,681,680.90"
Development Bank Index,"3,301.70",8.08,0.25,"52,942,716.40"
Finance Index,"1,495.91",-3.09,-0.21,"29,854,375.20"
Hotels And Tourism,"2,596.68",-6.20,-0.24,"11,610,173.40"
HydroPower Index,"1,896.61",-10.07,-0.53,"102,432,368.60"
Investment,55.18,0.10,0.17,"26,898,329.90"
Life Insurance,"8,644.11",-5.75,-0.07,"22,573,864.20"
Manufacturing And Processing,"4,811.85",-0.80,-0.02,"20,819,183.40"
Microfinance Index,"4,161.52",-0.07,0.00,"95,120,415.40"
Mutual Fund,13.50,-0.04,-0.26,"1,982,431.03"
Non Life Insurance,"7,406.69",-31.11,-0.42,"15,569,076.00"
Others Index,"1,292.65",-0.80,-0.06,"10,223,958.90"
Trading Index,"1,760.50",0.21,0.69,"402,294.00"
