Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,688.88",-7.79,-0.28,"4,029,457,701.28"
Sensitive Index,470.00,-0.78,-0.16,"1,254,752,357.40"
Float Index,184.57,-0.65,-0.35,"3,970,728,636.10"
Sensitive Float Index,159.27,-0.42,-0.26,"1,254,752,357.40"
Banking SubIndex,"1,485.48",-4.13,-0.27,"553,774,682.90"
Development Bank Index,"5,713.21",-9.77,-0.17,"361,841,036.90"
Finance Index,"2,435.54",-13.97,-0.57,"281,485,211.40"
Hotels And Tourism,"7,349.58",-38.65,-0.52,"78,033,991.70"
HydroPower Index,"3,735.09",-14.64,-0.39,"1,807,726,920.60"
Investment,98.75,-0.22,-0.23,"195,734,840.70"
Life Insurance,"12,069.98",-23.90,-0.19,"62,019,126.80"
Manufacturing And Processing,"10,704.20",-59.90,-0.55,"365,276,165.90"
Microfinance Index,"4,621.23",-28.28,-0.60,"109,131,023.60"
Mutual Fund,21.21,0.06,0.31,"8,688,850.78"
Non Life Insurance,"10,785.97",-62.50,-0.57,"59,715,753.20"
Others Index,"1,961.84",8.55,0.43,"87,681,346.20"
Trading Index,"3,396.39",-0.62,-0.01,"8,308,536.20"
