Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,571.34",62.29,2.48,"4,573,943,405.50"
Sensitive Index,448.97,11.97,2.74,"2,094,054,106.00"
Float Index,176.43,4.86,2.83,"4,504,098,142.00"
Sensitive Float Index,152.51,4.34,2.93,"2,094,054,106.00"
Banking SubIndex,"1,370.34",25.82,1.92,"305,735,821.40"
Development Bank Index,"5,478.05",234.63,4.47,"320,042,611.80"
Finance Index,"2,224.93",67.90,3.14,"59,934,448.90"
Hotels And Tourism,"6,105.58",166.86,2.80,"77,547,510.90"
HydroPower Index,"3,282.49",123.31,3.90,"1,969,618,682.80"
Investment,104.07,3.21,3.19,"470,593,288.80"
Life Insurance,"12,629.82",433.62,3.55,"219,947,597.50"
Manufacturing And Processing,"7,149.74",27.03,0.37,"300,884,065.80"
Microfinance Index,"4,818.34",122.08,2.59,"313,141,785.40"
Mutual Fund,20.27,0.09,0.46,"2,484,161.90"
Non Life Insurance,"10,724.24",266.64,2.54,"78,432,246.70"
Others Index,"2,371.33",44.65,1.91,"378,313,788.10"
Trading Index,"3,728.78",-28.57,-0.76,"9,906,293.90"
