Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,793.89",34.68,1.26,"11,359,360,092.00"
Sensitive Index,497.22,4.64,0.94,"10,783,100,000.00"
Float Index,191.42,2.16,1.14,"11,158,100,000.00"
Sensitive Float Index,160.83,1.73,1.09,"7,071,930,000.00"
Banking SubIndex,"1,826.78",4.71,0.26,"1,293,800,000.00"
Development Bank Index,"3,120.85",100.46,3.33,"1,992,410,000.00"
Finance Index,"1,456.03",80.55,5.86,"1,146,330,000.00"
Hotels And Tourism,"3,456.59",200.18,6.15,"115,740,000.00"
HydroPower Index,"2,874.99",96.98,3.49,"3,059,730,000.00"
Investment,105.66,2.85,2.78,"731,182,000.00"
Life Insurance,"18,240.40",204.14,1.13,"866,140,000.00"
Manufacturing And Processing,"6,003.97",-5.28,-0.09,"285,885,000.00"
Microfinance Index,"5,672.94",85.41,1.53,"1,549,400,000.00"
Mutual Fund,13.75,0.06,0.40,"27,283,800.00"
Non Life Insurance,"14,362.64",81.07,0.57,"1,734,980,000.00"
Others Index,"2,267.47",16.51,0.73,"1,588,670,000.00"
Trading Index,"4,142.29",76.80,1.89,"75,538,400.00"
