Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,931.55",54.51,1.89,"23,597,712,182.84"
Sensitive Index,505.31,11.11,2.24,"9,238,759,968.00"
Float Index,202.95,4.06,2.04,"23,170,675,287.70"
Sensitive Float Index,172.56,3.82,2.26,"9,238,759,968.00"
Banking SubIndex,"1,560.92",38.02,2.49,"3,097,482,330.50"
Development Bank Index,"6,468.70",155.76,2.46,"1,468,468,288.50"
Finance Index,"2,685.83",56.26,2.13,"817,929,790.10"
Hotels And Tourism,"7,783.72",230.81,3.05,"299,346,764.40"
HydroPower Index,"3,919.56",13.23,0.33,"11,560,038,276.10"
Investment,112.29,0.85,0.77,"720,745,107.60"
Life Insurance,"13,916.15",273.07,2.00,"927,919,434.90"
Manufacturing And Processing,"10,078.87",190.93,1.93,"1,768,976,243.40"
Microfinance Index,"5,289.94",213.77,4.21,"1,576,408,594.00"
Mutual Fund,22.08,0.27,1.24,"41,408,822.94"
Non Life Insurance,"11,996.38",318.59,2.72,"357,778,238.70"
Others Index,"2,445.92",41.28,1.71,"549,948,922.50"
Trading Index,"3,812.27",-4.31,-0.11,"25,633,297.00"
