Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,344.59",-1.38,-0.10,"1,773,805,746.00"
Sensitive Index,284.24,-1.32,-0.46,"2,001,790,000.00"
Float Index,95.28,-0.15,-0.16,"1,755,100,000.00"
Sensitive Float Index,94.25,-0.48,-0.51,"1,557,230,000.00"
Banking SubIndex,"1,144.77",-8.94,-0.77,"314,636,000.00"
Development Bank Index,"1,819.67",-8.62,-0.47,"461,898,000.00"
Finance Index,671.31,0.18,0.03,"116,888,000.00"
Hotels And Tourism,"1,917.55",-31.43,-1.61,"14,640,100.00"
HydroPower Index,"1,007.20",-3.48,-0.34,"61,289,500.00"
Life Insurance,"7,637.19",102.73,1.36,"234,500,000.00"
Manufacturing And Processing,"2,616.18",38.66,1.50,"217,712,000.00"
Microfinance Index,"2,352.12",29.54,1.27,"484,993,000.00"
Mutual Fund,10.07,-0.05,-0.49,"1,141,660.00"
Non Life Insurance,"6,200.29",55.92,0.91,"529,614,000.00"
Others Index,704.99,0.24,0.03,"65,225,200.00"
Trading Index,832.11,23.89,2.96,"12,625,100.00"
