Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,088.99",-0.62,-0.03,"4,307,763,277.26"
Sensitive Index,384.14,-2.19,-0.56,"844,741,790.40"
Float Index,143.54,0.03,0.02,"3,773,111,677.65"
Sensitive Float Index,126.90,-0.27,-0.21,"836,682,208.30"
Banking SubIndex,"1,181.41",-1.21,-0.10,"251,139,859.50"
Development Bank Index,"4,101.29",-38.43,-0.92,"140,063,384.60"
Finance Index,"1,816.36",-16.35,-0.89,"103,003,790.45"
Hotels And Tourism,"5,635.32",-57.13,-1.00,"63,905,616.60"
HydroPower Index,"2,540.19",39.08,1.56,"1,739,525,533.70"
Investment,81.35,-0.71,-0.87,"348,400,041.00"
Life Insurance,"10,885.61",-114.77,-1.04,"313,296,817.20"
Manufacturing And Processing,"5,981.91",-26.87,-0.44,"311,272,883.70"
Microfinance Index,"3,762.54",31.01,0.83,"178,885,730.00"
Mutual Fund,18.74,-0.12,-0.64,"78,984,060.82"
Non Life Insurance,"11,093.98",-64.91,-0.58,"201,769,456.90"
Others Index,"1,592.27",3.88,0.24,"100,664,013.20"
Trading Index,"2,926.60",11.47,0.39,"21,184,550.80"
