Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,462.03",21.10,1.46,"2,656,163,730.00"
Sensitive Index,298.74,4.77,1.62,"2,446,850,000.00"
Float Index,102.21,1.56,1.55,"2,615,480,000.00"
Sensitive Float Index,98.77,1.86,1.92,"2,114,530,000.00"
Banking SubIndex,"1,224.53",22.93,1.91,"688,202,000.00"
Development Bank Index,"1,780.54",25.04,1.43,"370,874,000.00"
Finance Index,667.73,1.27,0.19,"164,651,000.00"
Hotels And Tourism,"1,533.30",3.40,0.22,"7,207,120.00"
HydroPower Index,977.16,11.25,1.16,"63,825,700.00"
Life Insurance,"8,990.69",-17.97,-0.20,"458,887,000.00"
Manufacturing And Processing,"2,849.75",7.35,0.26,"71,483,400.00"
Microfinance Index,"2,496.12",41.14,1.68,"326,233,000.00"
Mutual Fund,10.73,0.16,1.52,"3,771,040.00"
Non Life Insurance,"7,181.10",51.62,0.72,"1,000,000,000.00"
Others Index,880.72,17.29,2.00,"391,453,000.00"
Trading Index,873.84,-1.13,-0.13,"1,985,000.00"
