Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,040.70",-0.36,-0.02,"1,405,974,256.29"
Sensitive Index,394.67,0.28,0.07,"1,228,910,000.00"
Float Index,140.54,-0.13,-0.09,"1,399,570,000.00"
Sensitive Float Index,129.33,0.02,0.02,"890,097,000.00"
Banking SubIndex,"1,348.74",-3.75,-0.28,"171,412,930.50"
Development Bank Index,"3,693.49",22.32,0.61,"123,429,026.10"
Finance Index,"1,790.18",7.89,0.44,"145,554,753.20"
Hotels And Tourism,"2,769.19",-0.18,-0.01,"4,241,344.00"
HydroPower Index,"2,427.63",16.32,0.68,"532,752,086.40"
Investment,66.92,-0.13,-0.19,"45,985,377.70"
Life Insurance,"9,397.05",-45.33,-0.48,"36,704,167.30"
Manufacturing And Processing,"5,061.25",2.52,0.05,"98,031,065.80"
Microfinance Index,"4,646.74",3.09,0.07,"155,667,378.30"
Mutual Fund,14.66,0.05,0.31,"3,465,248.95"
Non Life Insurance,"8,201.36",33.08,0.41,"39,853,776.10"
Others Index,"1,522.95",-3.42,-0.22,"42,955,757.00"
Trading Index,"2,110.50",-3.84,-0.18,"2,985,371.90"
