Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,449.94",-15.00,-1.02,"1,872,220,447.00"
Sensitive Index,307.05,-2.55,-0.82,"1,883,900,000.00"
Float Index,102.11,-1.23,-1.19,"1,844,780,000.00"
Sensitive Float Index,101.73,-1.07,-1.04,"1,604,220,000.00"
Banking SubIndex,"1,265.25",-20.75,-1.61,"838,902,000.00"
Development Bank Index,"1,838.51",-13.03,-0.70,"277,638,000.00"
Finance Index,675.49,-6.19,-0.91,"214,249,000.00"
Hotels And Tourism,"1,496.34",82.45,5.83,"16,386,500.00"
HydroPower Index,978.56,-21.45,-2.14,"64,156,100.00"
Life Insurance,"8,469.37",-109.12,-1.27,"167,266,000.00"
Manufacturing And Processing,"2,836.23",74.64,2.70,"168,086,000.00"
Microfinance Index,"2,443.44",-7.02,-0.29,"185,619,000.00"
Mutual Fund,10.55,0.06,0.57,"4,064,380.00"
Non Life Insurance,"6,454.22",-31.18,-0.48,"316,909,000.00"
Others Index,798.75,-3.80,-0.47,"149,911,000.00"
Trading Index,873.95,21.84,2.56,"1,868,910.00"
