Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,833.03",-33.83,-1.18,"9,312,860,808.27"
Sensitive Index,477.46,-4.41,-0.91,"2,707,249,732.00"
Float Index,192.00,-2.28,-1.17,"9,201,137,626.60"
Sensitive Float Index,161.49,-1.56,-0.96,"2,707,249,732.00"
Banking SubIndex,"1,475.99",-12.00,-0.80,"547,244,155.30"
Development Bank Index,"6,020.95",-70.74,-1.16,"478,089,321.70"
Finance Index,"2,459.27",-49.92,-1.98,"167,446,504.70"
Hotels And Tourism,"8,163.53",-41.35,-0.50,"104,159,010.30"
HydroPower Index,"4,067.28",-62.39,-1.51,"5,032,334,160.60"
Investment,106.35,-1.37,-1.27,"321,153,248.40"
Life Insurance,"12,783.60",-117.02,-0.90,"173,704,906.60"
Manufacturing And Processing,"11,523.14",-180.40,-1.54,"1,619,962,692.30"
Microfinance Index,"4,942.11",-35.61,-0.71,"236,864,568.20"
Mutual Fund,22.04,-0.03,-0.14,"13,265,466.47"
Non Life Insurance,"11,144.58",-145.58,-1.28,"78,327,007.30"
Others Index,"2,074.49",-40.29,-1.90,"424,053,699.20"
Trading Index,"3,841.66",-39.23,-1.01,"17,798,352.00"
