Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,183.21",-0.41,-0.02,"2,860,082,839.02"
Sensitive Index,413.14,-1.10,-0.27,"749,109,899.30"
Float Index,153.51,0.01,0.00,"2,838,849,068.20"
Sensitive Float Index,138.71,-0.41,-0.30,"738,899,574.10"
Banking SubIndex,"1,401.14",-6.06,-0.43,"302,357,049.70"
Development Bank Index,"3,849.90",-21.43,-0.55,"110,527,353.10"
Finance Index,"1,851.13",-25.56,-1.36,"210,150,366.50"
Hotels And Tourism,"3,375.36",25.99,0.78,"81,484,200.80"
HydroPower Index,"2,727.52",22.22,0.82,"1,311,432,127.60"
Investment,69.37,0.05,0.07,"87,782,082.00"
Life Insurance,"11,025.11",131.47,1.21,"148,742,810.20"
Manufacturing And Processing,"5,239.76",-17.09,-0.33,"64,977,460.00"
Microfinance Index,"4,822.74",-15.72,-0.32,"220,546,363.80"
Mutual Fund,14.86,-0.05,-0.35,"5,719,682.13"
Non Life Insurance,"9,488.40",139.09,1.49,"213,524,241.80"
Others Index,"1,562.85",-13.37,-0.85,"80,198,980.70"
Trading Index,"2,337.28",3.83,0.16,"7,126,032.00"
