Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,455.80",-53.10,-2.12,"2,663,909,620.00"
Sensitive Index,464.79,-9.34,-1.97,"2,862,480,000.00"
Float Index,168.64,-3.89,-2.26,"2,638,080,000.00"
Sensitive Float Index,149.64,-3.17,-2.08,"1,825,040,000.00"
Banking SubIndex,"1,677.83",-26.13,-1.53,"446,501,745.20"
Development Bank Index,"4,417.92",-151.21,-3.31,"301,432,028.90"
Finance Index,"2,171.83",-74.10,-3.30,"236,842,222.70"
Hotels And Tourism,"2,932.84",-75.21,-2.50,"11,641,322.50"
HydroPower Index,"2,779.13",-89.48,-3.12,"698,545,082.60"
Investment,76.15,-1.94,-2.48,"115,418,575.50"
Life Insurance,"13,122.63",-294.44,-2.19,"101,893,121.40"
Manufacturing And Processing,"5,691.06",-170.56,-2.91,"118,834,497.50"
Microfinance Index,"4,725.89",-125.62,-2.59,"296,312,714.55"
Mutual Fund,14.92,-0.11,-0.75,"17,981,787.19"
Non Life Insurance,"10,887.03",-235.69,-2.12,"118,387,912.00"
Others Index,"1,910.57",-22.18,-1.15,"187,099,689.30"
Trading Index,"2,559.08",-99.18,-3.73,"5,174,947.00"
