Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,341.38",17.12,1.29,"1,532,250,440.00"
Sensitive Index,285.37,3.75,1.33,"1,592,060,000.00"
Float Index,95.21,1.30,1.38,"1,516,790,000.00"
Sensitive Float Index,94.53,1.45,1.56,"1,318,450,000.00"
Banking SubIndex,"1,156.69",14.48,1.27,"462,156,000.00"
Development Bank Index,"1,836.67",18.64,1.03,"383,315,000.00"
Finance Index,667.31,2.91,0.44,"111,257,000.00"
Hotels And Tourism,"1,945.12",1.57,0.08,"6,018,670.00"
HydroPower Index,"1,017.67",9.89,0.98,"81,460,000.00"
Life Insurance,"7,476.07",53.26,0.72,"121,565,000.00"
Manufacturing And Processing,"2,553.10",20.26,0.80,"166,703,000.00"
Microfinance Index,"2,266.95",70.22,3.20,"355,611,000.00"
Mutual Fund,10.09,0.16,1.61,"976,221.00"
Non Life Insurance,"6,063.40",93.47,1.57,"319,880,000.00"
Others Index,694.56,6.39,0.93,"59,888,400.00"
Trading Index,794.77,-10.67,-1.32,"3,161,080.00"
