Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,678.79",25.98,1.57,"4,096,190,256.00"
Sensitive Index,330.39,5.06,1.55,"4,095,780,000.00"
Float Index,115.82,1.28,1.12,"4,065,030,000.00"
Sensitive Float Index,107.31,0.73,0.68,"3,265,190,000.00"
Banking SubIndex,"1,295.97",7.11,0.55,"756,369,000.00"
Development Bank Index,"2,092.08",8.07,0.39,"582,877,000.00"
Finance Index,873.54,3.83,0.44,"353,158,000.00"
Hotels And Tourism,"1,868.42",87.43,4.91,"44,710,300.00"
HydroPower Index,"1,447.11",-0.68,-0.05,"522,954,000.00"
Life Insurance,"10,251.22",476.36,4.87,"810,607,000.00"
Manufacturing And Processing,"3,224.34",40.90,1.28,"304,102,000.00"
Microfinance Index,"2,702.78",4.89,0.18,"309,517,000.00"
Mutual Fund,10.98,-0.02,-0.17,"3,700,890.00"
Non Life Insurance,"8,435.52",160.40,1.94,"1,098,380,000.00"
Others Index,"1,204.50",48.58,4.20,"624,131,000.00"
Trading Index,"1,499.92",109.49,7.87,"14,071,800.00"
