Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,466.92",-6.81,-0.28,"9,531,716,496.00"
Sensitive Index,452.29,0.92,0.20,"9,503,400,000.00"
Float Index,167.55,-0.29,-0.17,"9,443,070,000.00"
Sensitive Float Index,144.00,0.32,0.22,"7,347,110,000.00"
Banking SubIndex,"1,727.44",4.07,0.24,"2,820,980,000.00"
Development Bank Index,"2,495.68",-11.62,-0.46,"1,403,920,000.00"
Finance Index,"1,123.17",-19.16,-1.68,"423,843,000.00"
Hotels And Tourism,"2,081.60",-30.90,-1.46,"42,235,900.00"
HydroPower Index,"1,921.64",19.79,1.04,"1,138,040,000.00"
Life Insurance,"18,138.74",-197.06,-1.07,"1,183,910,000.00"
Manufacturing And Processing,"6,041.54",-101.50,-1.65,"220,364,000.00"
Microfinance Index,"4,160.00",1.00,0.02,"1,205,590,000.00"
Mutual Fund,12.08,0.05,0.38,"44,558,200.00"
Non Life Insurance,"12,945.81",-103.17,-0.79,"2,490,060,000.00"
Others Index,"2,027.05",-17.57,-0.86,"809,015,000.00"
Trading Index,"2,917.03",-65.99,-2.21,"20,656,700.00"
