Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,177.34",76.64,3.65,"3,362,267,078.75"
Sensitive Index,414.87,12.72,3.16,"1,193,144,360.40"
Float Index,153.21,5.38,3.64,"3,299,653,248.60"
Sensitive Float Index,139.96,4.38,3.23,"1,187,760,895.40"
Banking SubIndex,"1,402.05",31.71,2.31,"446,118,208.40"
Development Bank Index,"3,859.59",186.02,5.06,"197,583,250.10"
Finance Index,"1,864.51",104.47,5.94,"279,720,624.90"
Hotels And Tourism,"3,358.46",97.54,2.99,"45,197,532.00"
HydroPower Index,"2,738.68",138.67,5.33,"1,305,140,344.20"
Investment,68.84,4.05,6.25,"144,676,816.80"
Life Insurance,"10,993.06",467.26,4.44,"230,497,028.20"
Manufacturing And Processing,"5,406.78",175.50,3.35,"144,605,962.30"
Microfinance Index,"4,722.18",146.88,3.21,"251,563,009.90"
Mutual Fund,14.71,0.32,2.24,"5,219,802.72"
Non Life Insurance,"9,418.10",395.26,4.38,"170,141,911.40"
Others Index,"1,538.85",44.01,2.94,"68,120,219.30"
Trading Index,"2,308.42",91.28,4.12,"16,288,341.10"
