Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,890.28",75.24,2.67,"14,250,475,736.94"
Sensitive Index,484.30,14.47,3.08,"4,782,005,121.10"
Float Index,195.86,5.47,2.87,"14,111,652,591.80"
Sensitive Float Index,162.29,4.80,3.04,"4,782,005,121.10"
Banking SubIndex,"1,467.64",36.29,2.53,"1,094,292,458.60"
Development Bank Index,"5,953.95",222.88,3.88,"1,252,435,490.20"
Finance Index,"2,922.24",119.96,4.28,"635,447,903.60"
Hotels And Tourism,"7,071.94",281.67,4.14,"206,405,944.30"
HydroPower Index,"3,894.76",75.83,1.98,"4,432,842,193.80"
Investment,118.07,3.48,3.03,"1,078,086,998.10"
Life Insurance,"14,558.66",601.64,4.31,"1,100,406,337.30"
Manufacturing And Processing,"7,822.76",358.04,4.79,"881,474,795.40"
Microfinance Index,"5,345.66",71.68,1.35,"805,188,173.00"
Mutual Fund,20.00,-0.25,-1.27,"24,337,343.95"
Non Life Insurance,"13,397.08",442.89,3.41,"584,408,599.70"
Others Index,"2,512.24",37.37,1.51,"2,011,840,496.60"
Trading Index,"4,339.35",45.87,1.06,"28,823,201.20"
