Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,847.54",21.30,1.16,"938,929,040.59"
Sensitive Index,355.73,3.33,0.94,"294,053,391.70"
Float Index,127.86,1.31,1.04,"883,701,817.90"
Sensitive Float Index,116.22,0.96,0.83,"293,528,605.40"
Banking SubIndex,"1,170.06",6.39,0.54,"165,853,348.60"
Development Bank Index,"3,560.95",42.79,1.21,"36,740,332.70"
Finance Index,"1,600.81",13.14,0.82,"50,879,066.00"
Hotels And Tourism,"5,047.80",181.65,3.73,"102,924,078.70"
HydroPower Index,"1,932.90",25.79,1.35,"144,814,682.00"
Investment,64.73,0.88,1.38,"57,425,255.50"
Life Insurance,"9,638.48",113.61,1.19,"75,263,907.20"
Manufacturing And Processing,"4,889.07",66.62,1.38,"105,084,788.10"
Microfinance Index,"3,403.34",9.02,0.26,"57,179,788.60"
Mutual Fund,17.31,0.04,0.27,"3,941,865.09"
Non Life Insurance,"9,609.02",221.55,2.36,"53,286,949.40"
Others Index,"1,388.18",26.97,1.98,"28,126,671.10"
Trading Index,"2,611.20",69.79,2.74,"6,122,950.00"
