Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,607.99",6.78,0.26,"6,570,477,886.37"
Sensitive Index,439.14,0.10,0.02,"1,703,894,684.40"
Float Index,176.28,0.28,0.16,"6,466,129,331.50"
Sensitive Float Index,146.88,0.05,0.03,"1,703,894,684.40"
Banking SubIndex,"1,346.11",-2.80,-0.20,"623,767,267.70"
Development Bank Index,"5,357.10",-32.46,-0.60,"435,317,315.00"
Finance Index,"2,632.58",-68.53,-2.53,"510,127,205.80"
Hotels And Tourism,"6,648.57",7.99,0.12,"70,698,838.50"
HydroPower Index,"3,683.53",-1.07,-0.02,"3,235,659,103.70"
Investment,100.54,0.60,0.60,"296,151,783.40"
Life Insurance,"12,693.72",5.35,0.04,"202,777,375.30"
Manufacturing And Processing,"7,011.42",116.49,1.68,"192,645,218.10"
Microfinance Index,"4,849.92",-2.12,-0.04,"400,040,316.20"
Mutual Fund,20.14,0.01,0.09,"7,976,640.27"
Non Life Insurance,"12,532.14",28.80,0.23,"130,414,819.70"
Others Index,"1,951.01",40.86,2.13,"382,610,212.00"
Trading Index,"4,458.27",46.85,1.06,"12,332,812.00"
