Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,653.68",-1.07,-0.04,"9,085,886,877.10"
Sensitive Index,452.49,0.01,0.00,"4,084,869,351.50"
Float Index,180.98,-0.11,-0.06,"8,786,753,972.40"
Sensitive Float Index,153.80,-0.06,-0.04,"4,084,869,351.50"
Banking SubIndex,"1,345.86",-1.62,-0.12,"338,680,883.60"
Development Bank Index,"5,377.19",-68.28,-1.25,"388,089,504.20"
Finance Index,"2,387.13",-11.24,-0.46,"129,792,514.70"
Hotels And Tourism,"7,011.77",-80.57,-1.13,"312,201,733.20"
HydroPower Index,"3,676.05",27.04,0.74,"6,032,775,366.90"
Investment,110.63,-0.02,-0.02,"362,609,553.00"
Life Insurance,"12,749.27",18.56,0.14,"205,143,124.40"
Manufacturing And Processing,"7,194.84",26.66,0.37,"372,634,554.10"
Microfinance Index,"4,721.85",-25.64,-0.54,"324,350,206.40"
Mutual Fund,19.23,0.06,0.35,"38,365,851.70"
Non Life Insurance,"12,083.64",-75.89,-0.62,"117,188,792.60"
Others Index,"2,310.64",4.56,0.19,"197,260,708.50"
Trading Index,"4,233.52",-6.53,-0.15,"6,027,030.80"
