Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,724.39",-6.51,-0.23,"3,087,730,962.63"
Sensitive Index,467.37,-0.68,-0.14,"897,379,099.20"
Float Index,185.13,-0.24,-0.13,"2,911,419,626.20"
Sensitive Float Index,157.48,-0.19,-0.12,"897,379,099.20"
Banking SubIndex,"1,445.60",-1.56,-0.10,"267,986,466.30"
Development Bank Index,"5,864.23",45.36,0.77,"199,101,928.80"
Finance Index,"2,356.50",1.83,0.07,"47,570,841.50"
Hotels And Tourism,"7,733.20",-44.27,-0.56,"314,083,599.10"
HydroPower Index,"3,807.99",-19.40,-0.50,"1,309,866,334.30"
Investment,101.61,-0.23,-0.22,"106,238,829.00"
Life Insurance,"12,365.50",-27.98,-0.22,"63,180,271.40"
Manufacturing And Processing,"11,085.89",-75.79,-0.67,"332,512,438.80"
Microfinance Index,"4,771.63",6.14,0.12,"118,035,809.70"
Mutual Fund,21.66,-0.04,-0.21,"15,923,671.54"
Non Life Insurance,"10,759.24",60.10,0.56,"23,718,000.80"
Others Index,"1,980.85",-6.46,-0.32,"122,920,165.70"
Trading Index,"3,727.04",-46.92,-1.24,"6,204,940.80"
