Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,654.15",-13.82,-0.51,"4,622,777,442.28"
Sensitive Index,464.73,-2.62,-0.56,"1,488,688,684.10"
Float Index,182.26,-1.03,-0.56,"4,571,655,650.45"
Sensitive Float Index,157.34,-0.91,-0.57,"1,488,688,684.10"
Banking SubIndex,"1,464.26",-12.52,-0.84,"498,282,463.35"
Development Bank Index,"5,610.56",-21.77,-0.38,"316,082,963.40"
Finance Index,"2,415.14",-2.43,-0.10,"276,621,040.00"
Hotels And Tourism,"7,309.45",-32.47,-0.44,"89,893,245.30"
HydroPower Index,"3,735.06",-14.34,-0.38,"2,470,275,474.40"
Investment,97.26,-0.29,-0.30,"145,884,919.40"
Life Insurance,"11,865.57",-80.71,-0.67,"85,955,444.50"
Manufacturing And Processing,"10,367.79",-93.04,-0.88,"494,607,586.50"
Microfinance Index,"4,562.05",-13.89,-0.30,"98,396,215.70"
Mutual Fund,20.97,-0.13,-0.65,"4,518,819.84"
Non Life Insurance,"10,633.61",-78.64,-0.73,"37,352,773.40"
Others Index,"1,929.45",-5.50,-0.28,"56,064,844.40"
Trading Index,"3,381.30",20.00,0.59,"2,238,680.10"
