Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,571.66",60.56,2.41,"2,679,028,155.00"
Sensitive Index,484.05,12.09,2.56,"2,707,870,000.00"
Float Index,180.21,4.13,2.35,"2,653,270,000.00"
Sensitive Float Index,162.63,3.73,2.35,"1,965,130,000.00"
Banking SubIndex,"1,806.40",32.62,1.84,"690,703,000.00"
Development Bank Index,"4,650.97",141.46,3.14,"585,657,000.00"
Finance Index,"2,213.12",121.49,5.81,"279,002,000.00"
Hotels And Tourism,"3,019.26",91.75,3.13,"14,980,600.00"
HydroPower Index,"2,630.86",108.68,4.31,"577,466,000.00"
Investment,83.43,1.49,1.81,"130,033,000.00"
Life Insurance,"14,452.52",189.69,1.33,"111,616,000.00"
Manufacturing And Processing,"6,087.73",122.83,2.06,"107,345,000.00"
Microfinance Index,"5,086.99",99.01,1.99,"381,699,000.00"
Mutual Fund,15.02,0.21,1.43,"17,031,500.00"
Non Life Insurance,"11,503.19",248.10,2.20,"196,438,000.00"
Others Index,"1,690.80",63.34,3.89,"135,239,000.00"
Trading Index,"3,077.12",89.97,3.01,"6,400,750.00"
