Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,980.61",97.21,3.37,"11,638,126,493.00"
Sensitive Index,560.96,19.55,3.61,"12,503,500,000.00"
Float Index,207.99,7.66,3.82,"11,453,800,000.00"
Sensitive Float Index,186.59,7.78,4.35,"9,487,120,000.00"
Banking SubIndex,"2,057.38",92.58,4.71,"3,862,880,000.00"
Development Bank Index,"4,847.47",233.09,5.05,"2,680,540,000.00"
Finance Index,"2,548.91",35.24,1.40,"1,599,050,000.00"
Hotels And Tourism,"3,605.86",58.58,1.65,"61,144,700.00"
HydroPower Index,"2,938.31",45.50,1.57,"2,141,320,000.00"
Investment,107.96,1.71,1.61,"389,382,000.00"
Life Insurance,"17,665.98",648.46,3.81,"359,698,000.00"
Manufacturing And Processing,"6,252.94",165.31,2.72,"272,861,000.00"
Microfinance Index,"5,514.78",190.98,3.59,"1,068,710,000.00"
Mutual Fund,16.28,0.53,3.34,"143,487,000.00"
Non Life Insurance,"14,457.33",441.22,3.15,"801,816,000.00"
Others Index,"2,160.30",19.81,0.93,"531,788,000.00"
Trading Index,"3,757.73",33.92,0.91,"14,051,800.00"
